Claim_ID,Customer_ID,Vehicle_ID,Claim_Amount,Claim_Date,Claim_Type
2293,100238,100238,10000,21-11-2025,1
2294,506309,506309,10000,06-02-2025,1
2295,573224,573224,10000,28-05-2025,1
2296,950291,950291,10000,28-10-2025,1
2297,349430,349430,10000,20-02-2025,1
2298,521935,521935,10000,14-09-2025,1
2299,233947,233947,10000,20-02-2025,1
2300,320723,320723,10000,21-11-2025,1
2301,506844,506844,10000,13-02-2025,1
2302,2530,2530,10000,14-05-2025,1
2303,72745,72745,10000,21-09-2025,1
2304,673125,673125,10000,07-12-2025,1
2305,371183,371183,10000,20-02-2025,1
2306,204984,204984,10000,27-02-2025,1
2307,171501,171501,10000,07-04-2025,1
2308,81716,81716,10000,14-10-2025,1
2309,76821,76821,10000,14-03-2025,1
2310,812470,812470,10000,14-06-2025,1
2311,456101,456101,10000,14-12-2025,1
2312,84257,84257,10000,28-10-2025,1
2313,907527,907527,10000,21-11-2025,1
2314,716455,716455,10000,07-11-2025,1
2315,212853,212853,10000,07-08-2025,1
2316,867614,867614,10000,21-03-2025,1
2317,532435,532435,10000,07-06-2025,1
2318,320996,320996,10000,14-08-2025,1
2319,734965,734965,10000,27-01-2025,1
2320,687057,687057,10000,13-02-2025,1
2321,344757,344757,10000,21-04-2025,1
2322,164627,164627,10000,06-02-2025,1
2323,961549,961549,10000,21-06-2025,1
2324,354656,354656,10000,28-11-2025,1
2325,20491,20491,10000,28-06-2025,1
2326,198654,198654,10000,14-10-2025,1
2327,874105,874105,10000,07-07-2025,1
2328,648,648,10000,14-09-2025,1
2329,75856,75856,10000,21-06-2025,1
2330,815782,815782,10000,28-11-2025,1
2331,793093,793093,10000,28-10-2025,1
2332,621458,621458,10000,28-05-2025,1
2333,182865,182865,10000,28-09-2025,1
2334,974519,974519,10000,07-08-2025,1
2335,810257,810257,10000,14-09-2025,1
2336,237120,237120,10000,13-02-2025,1
2337,411885,411885,10000,28-05-2025,1
2338,458301,458301,10000,14-03-2025,1
2339,549732,549732,10000,28-07-2025,1
2340,954053,954053,10000,28-12-2025,1
2341,882559,882559,10000,14-04-2025,1
2342,121883,121883,10000,21-04-2025,1
2343,467724,467724,10000,20-02-2025,1
2344,641080,641080,10000,07-10-2025,1
2345,974460,974460,10000,21-05-2025,1
2346,583840,583840,10000,14-03-2025,1
2347,493178,493178,10000,07-12-2025,1
2348,272574,272574,10000,14-07-2025,1
2349,468444,468444,10000,28-03-2025,1
2350,748867,748867,10000,07-04-2025,1
2351,814486,814486,10000,14-11-2025,1
2352,121330,121330,10000,27-02-2025,1
2353,475893,475893,10000,14-08-2025,1
2354,485302,485302,10000,07-10-2025,1
2355,507257,507257,10000,07-10-2025,1
2356,940286,940286,10000,27-01-2025,1
2357,758768,758768,10000,07-04-2025,1
2358,138112,138112,10000,14-12-2025,1
2359,569124,569124,10000,28-05-2025,1
2360,340552,340552,10000,14-09-2025,1
2361,518174,518174,10000,07-08-2025,1
2362,258413,258413,10000,14-06-2025,1
2363,421384,421384,10000,28-12-2025,1
2364,44367,44367,10000,28-07-2025,1
2365,381769,381769,10000,07-07-2025,1
2366,428797,428797,10000,28-10-2025,1
2367,443785,443785,10000,28-09-2025,1
2368,226384,226384,10000,21-06-2025,1
2369,558829,558829,10000,21-06-2025,1
2370,427812,427812,10000,21-12-2025,1
2371,942523,942523,10000,14-09-2025,1
2372,50211,50211,10000,07-03-2025,1
2373,888592,888592,10000,14-12-2025,1
2374,817380,817380,10000,07-09-2025,1
2375,357681,357681,10000,14-09-2025,1
2376,875342,875342,10000,07-09-2025,1
2377,682989,682989,10000,28-10-2025,1
2378,699033,699033,10000,07-07-2025,1
2379,294383,294383,10000,21-07-2025,1
2380,851872,851872,10000,28-11-2025,1
2381,282458,282458,10000,06-01-2025,1
2382,522687,522687,10000,06-01-2025,1
2383,284635,284635,10000,07-06-2025,1
2384,566562,566562,10000,28-08-2025,1
2385,210616,210616,10000,21-11-2025,1
2386,329971,329971,10000,27-01-2025,1
2387,122555,122555,10000,21-04-2025,1
2388,802322,802322,10000,14-09-2025,1
2389,859006,859006,10000,07-10-2025,1
2390,371590,371590,10000,13-01-2025,1
2391,62495,62495,10000,07-08-2025,1
2392,655495,655495,10000,21-04-2025,1
2393,534974,534974,10000,28-12-2025,1
2394,525372,525372,10000,07-06-2025,1
2395,221425,221425,10000,28-11-2025,1
2396,904860,904860,10000,28-05-2025,1
2397,90111,90111,10000,14-06-2025,1
2398,208563,208563,10000,20-02-2025,1
2399,924949,924949,10000,28-08-2025,1
2400,842861,842861,10000,21-10-2025,1
2401,672677,672677,10000,14-04-2025,1
2402,201164,201164,10000,07-09-2025,1
2403,161343,161343,10000,13-02-2025,1
2404,607535,607535,10000,07-06-2025,1
2405,282993,282993,10000,07-10-2025,1
2406,329517,329517,10000,28-11-2025,1
2407,400451,400451,10000,14-11-2025,1
2408,210251,210251,10000,20-01-2025,1
2409,719823,719823,10000,21-05-2025,1
2410,392230,392230,10000,28-09-2025,1
2411,507657,507657,10000,28-03-2025,1
2412,18904,18904,10000,07-06-2025,1
2413,329555,329555,10000,14-08-2025,1
2414,267758,267758,10000,20-02-2025,1
2415,289436,289436,10000,14-07-2025,1
2416,493344,493344,10000,07-11-2025,1
2417,525430,525430,10000,28-05-2025,1
2418,63510,63510,10000,07-11-2025,1
2419,134713,134713,10000,21-10-2025,1
2420,420271,420271,10000,14-05-2025,1
2421,163640,163640,10000,14-04-2025,1
2422,803060,803060,10000,28-09-2025,1
2423,747460,747460,10000,28-11-2025,1
2424,705724,705724,10000,28-04-2025,1
2425,322490,322490,10000,13-01-2025,1
2426,692295,692295,10000,28-08-2025,1
2427,973164,973164,10000,21-11-2025,1
2428,819354,819354,10000,14-03-2025,1
2429,23862,23862,10000,28-07-2025,1
2430,335012,335012,10000,14-09-2025,1
2431,805961,805961,10000,28-04-2025,1
2432,929348,929348,10000,28-06-2025,1
2433,232836,232836,10000,21-08-2025,1
2434,920907,920907,10000,06-01-2025,1
2435,303513,303513,10000,27-02-2025,1
2436,433058,433058,10000,28-10-2025,1
2437,271840,271840,10000,21-04-2025,1
2438,260876,260876,10000,07-08-2025,1
2439,452022,452022,10000,14-09-2025,1
2440,64733,64733,10000,28-06-2025,1
2441,602289,602289,10000,27-02-2025,1
2442,742524,742524,10000,07-05-2025,1
2443,108229,108229,10000,07-06-2025,1
2444,335788,335788,10000,21-03-2025,1
2445,812917,812917,10000,28-03-2025,1
2446,88826,88826,10000,28-04-2025,1
2447,103522,103522,10000,28-11-2025,1
2448,446436,446436,10000,21-12-2025,1
2449,122437,122437,10000,28-05-2025,1
2450,733852,733852,10000,21-10-2025,1
2451,453791,453791,10000,21-07-2025,1
2452,214507,214507,10000,14-10-2025,1
2453,643535,643535,10000,28-07-2025,1
2454,134727,134727,10000,21-11-2025,1
2455,892809,892809,10000,21-03-2025,1
2456,495641,495641,10000,14-06-2025,1
2457,937676,937676,10000,13-02-2025,1
2458,966154,966154,10000,28-04-2025,1
2459,796554,796554,10000,21-09-2025,1
2460,484907,484907,10000,21-11-2025,1
2461,109971,109971,10000,07-12-2025,1
2462,730563,730563,10000,14-11-2025,1
2463,258758,258758,10000,13-01-2025,1
2464,53430,53430,10000,28-07-2025,1
2465,473848,473848,10000,27-01-2025,1
2466,740419,740419,10000,21-12-2025,1
2467,494984,494984,10000,14-05-2025,1
2468,63854,63854,10000,28-12-2025,1
2469,996515,996515,10000,06-02-2025,1
2470,16146,16146,10000,14-07-2025,1
2471,728654,728654,10000,28-07-2025,1
2472,263248,263248,10000,28-04-2025,1
2473,556373,556373,10000,28-08-2025,1
2474,278705,278705,10000,06-02-2025,1
2475,523951,523951,10000,07-03-2025,1
2476,83048,83048,10000,27-02-2025,1
2477,797124,797124,10000,20-01-2025,1
2478,794973,794973,10000,07-05-2025,1
2479,180862,180862,10000,07-06-2025,1
2480,551669,551669,10000,21-10-2025,1
2481,292623,292623,10000,14-03-2025,1
2482,1024,1024,10000,14-05-2025,1
2483,68130,68130,10000,14-04-2025,1
2484,694531,694531,10000,28-12-2025,1
2485,598396,598396,10000,28-07-2025,1
2486,618068,618068,10000,14-03-2025,1
2487,985199,985199,10000,07-06-2025,1
2488,465295,465295,10000,14-08-2025,1
2489,855171,855171,10000,28-09-2025,1
2490,725461,725461,10000,21-08-2025,1
2491,152832,152832,10000,07-10-2025,1
2492,746432,746432,10000,07-06-2025,1
2493,549172,549172,10000,07-10-2025,1
2494,644211,644211,10000,06-01-2025,1
2495,348194,348194,10000,28-11-2025,1
2496,154672,154672,10000,14-04-2025,1
2497,7529,7529,10000,13-02-2025,1
2498,775522,775522,10000,28-08-2025,1
2499,157835,157835,10000,14-05-2025,1
2500,842278,842278,10000,14-08-2025,1
2501,530021,530021,10000,14-11-2025,1
2502,989187,989187,10000,07-04-2025,1
2503,428711,428711,10000,07-03-2025,1
2504,14352,14352,10000,28-12-2025,1
2505,255120,255120,10000,14-11-2025,1
2506,282455,282455,10000,07-03-2025,1
2507,330281,330281,10000,21-06-2025,1
2508,548808,548808,10000,21-11-2025,1
2509,979532,979532,10000,21-09-2025,1
2510,503320,503320,10000,21-08-2025,1
2511,346901,346901,10000,21-11-2025,1
2512,738611,738611,10000,07-03-2025,1
2513,908093,908093,10000,28-09-2025,1
2514,825700,825700,10000,21-09-2025,1
2515,403662,403662,10000,21-10-2025,1
2516,925816,925816,10000,07-08-2025,1
2517,442991,442991,10000,21-12-2025,1
2518,585687,585687,10000,14-06-2025,1
2519,164915,164915,10000,21-08-2025,1
2520,108143,108143,10000,07-05-2025,1
2521,811380,811380,10000,07-03-2025,1
2522,535144,535144,10000,28-12-2025,1
2523,862660,862660,10000,21-06-2025,1
2524,568281,568281,10000,14-09-2025,1
2525,66748,66748,10000,07-04-2025,1
2526,960487,960487,10000,14-04-2025,1
2527,310635,310635,10000,28-12-2025,1
2528,767877,767877,10000,28-12-2025,1
2529,167699,167699,10000,28-07-2025,1
2530,998544,998544,10000,28-09-2025,1
2531,647653,647653,10000,14-05-2025,1
2532,972023,972023,10000,21-11-2025,1
2533,654019,654019,10000,07-07-2025,1
2534,242454,242454,10000,21-12-2025,1
2535,898024,898024,10000,20-02-2025,1
2536,146295,146295,10000,28-11-2025,1
2537,383021,383021,10000,14-12-2025,1
2538,189601,189601,10000,21-05-2025,1
2539,20199,20199,10000,14-09-2025,1
2540,272647,272647,10000,28-08-2025,1
2541,464527,464527,10000,28-10-2025,1
2542,444870,444870,10000,14-11-2025,1
2543,795884,795884,10000,28-06-2025,1
2544,845824,845824,10000,07-04-2025,1
2545,813958,813958,10000,06-01-2025,1
2546,155168,155168,10000,07-07-2025,1
2547,530309,530309,10000,28-11-2025,1
2548,386650,386650,10000,07-10-2025,1
2549,526520,526520,10000,14-07-2025,1
2550,311379,311379,10000,14-11-2025,1
2551,67912,67912,10000,14-05-2025,1
2552,480630,480630,10000,21-05-2025,1
2553,532144,532144,10000,14-10-2025,1
2554,111053,111053,10000,28-12-2025,1
2555,728543,728543,10000,20-02-2025,1
2556,887525,887525,10000,21-05-2025,1
2557,838062,838062,10000,14-05-2025,1
2558,149413,149413,10000,14-11-2025,1
2559,490633,490633,10000,14-09-2025,1
2560,488335,488335,10000,07-11-2025,1
2561,991254,991254,10000,28-07-2025,1
2562,169991,169991,10000,21-07-2025,1
2563,469251,469251,10000,14-07-2025,1
2564,803973,803973,10000,07-04-2025,1
2565,349230,349230,10000,21-05-2025,1
2566,572826,572826,10000,14-11-2025,1
2567,876475,876475,10000,13-01-2025,1
2568,184918,184918,10000,21-07-2025,1
2569,26387,26387,10000,07-05-2025,1
2570,744994,744994,10000,21-04-2025,1
2571,204972,204972,10000,21-04-2025,1
2572,369147,369147,10000,21-11-2025,1
2573,467287,467287,10000,07-09-2025,1
2574,72969,72969,10000,07-11-2025,1
2575,137691,137691,10000,07-06-2025,1
2576,456698,456698,10000,13-01-2025,1
2577,469722,469722,10000,07-07-2025,1
2578,576143,576143,10000,21-04-2025,1
2579,401031,401031,10000,28-12-2025,1
2580,252820,252820,10000,28-09-2025,1
2581,567937,567937,10000,21-03-2025,1
2582,699936,699936,10000,21-03-2025,1
2583,708942,708942,10000,21-12-2025,1
2584,406763,406763,10000,21-04-2025,1
2585,159828,159828,10000,28-05-2025,1
2586,483043,483043,10000,13-02-2025,1
2587,179021,179021,10000,27-02-2025,1
2588,717992,717992,10000,07-09-2025,1
2589,372837,372837,10000,28-07-2025,1
2590,334223,334223,10000,27-02-2025,1
2591,870270,870270,10000,13-01-2025,1
2592,998648,998648,10000,07-06-2025,1
2593,957524,957524,10000,07-04-2025,1
2594,862165,862165,10000,14-12-2025,1
2595,460152,460152,10000,14-10-2025,1
2596,677528,677528,10000,07-08-2025,1
2597,476700,476700,10000,06-01-2025,1
2598,688461,688461,10000,07-09-2025,1
2599,147933,147933,10000,14-08-2025,1
2600,808121,808121,10000,27-01-2025,1
2601,661937,661937,10000,07-04-2025,1
2602,915780,915780,10000,07-10-2025,1
2603,396474,396474,10000,14-12-2025,1
2604,692868,692868,10000,14-07-2025,1
2605,698090,698090,10000,21-08-2025,1
2606,416176,416176,10000,28-08-2025,1
2607,128040,128040,10000,28-09-2025,1
2608,172647,172647,10000,27-01-2025,1
2609,900869,900869,10000,27-01-2025,1
2610,152612,152612,10000,28-08-2025,1
2611,759904,759904,10000,07-08-2025,1
2612,351847,351847,10000,28-05-2025,1
2613,559658,559658,10000,07-03-2025,1
2614,813432,813432,10000,20-02-2025,1
2615,864065,864065,10000,28-04-2025,1
2616,167675,167675,10000,13-02-2025,1
2617,534492,534492,10000,06-02-2025,1
2618,203124,203124,10000,28-08-2025,1
2619,65463,65463,10000,21-09-2025,1
2620,458825,458825,10000,28-05-2025,1
2621,220669,220669,10000,07-06-2025,1
2622,528653,528653,10000,14-05-2025,1
2623,866758,866758,10000,06-02-2025,1
2624,265312,265312,10000,07-03-2025,1
2625,905435,905435,10000,21-04-2025,1
2626,295238,295238,10000,07-08-2025,1
2627,936987,936987,10000,21-11-2025,1
2628,363578,363578,10000,07-10-2025,1
2629,292073,292073,10000,14-04-2025,1
2630,567148,567148,10000,07-07-2025,1
2631,491148,491148,10000,07-12-2025,1
2632,562416,562416,10000,28-03-2025,1
2633,352571,352571,10000,28-08-2025,1
2634,940034,940034,10000,27-02-2025,1
2635,342095,342095,10000,21-10-2025,1
2636,518325,518325,10000,14-12-2025,1
2637,351387,351387,10000,20-01-2025,1
2638,180293,180293,10000,27-01-2025,1
2639,264463,264463,10000,28-11-2025,1
2640,746018,746018,10000,21-12-2025,1
2641,276159,276159,10000,28-10-2025,1
2642,67931,67931,10000,28-12-2025,1
2643,90447,90447,10000,07-12-2025,1
2644,175520,175520,10000,21-11-2025,1
2645,584138,584138,10000,28-09-2025,1
2646,598268,598268,10000,07-05-2025,1
2647,451317,451317,10000,21-11-2025,1
2648,37633,37633,10000,28-12-2025,1
2649,390441,390441,10000,20-02-2025,1
2650,244910,244910,10000,06-01-2025,1
2651,503713,503713,10000,07-04-2025,1
2652,617143,617143,10000,07-08-2025,1
2653,895992,895992,10000,07-11-2025,1
2654,348982,348982,10000,14-06-2025,1
2655,782037,782037,10000,07-06-2025,1
2656,224329,224329,10000,14-07-2025,1
2657,821088,821088,10000,06-02-2025,1
2658,989525,989525,10000,13-02-2025,1
2659,47422,47422,10000,21-05-2025,1
2660,303594,303594,10000,14-05-2025,1
2661,832390,832390,10000,07-07-2025,1
2662,652886,652886,10000,27-01-2025,1
2663,160675,160675,10000,28-12-2025,1
2664,253699,253699,10000,21-09-2025,1
2665,515581,515581,10000,07-07-2025,1
2666,558667,558667,10000,21-08-2025,1
2667,708563,708563,10000,14-05-2025,1
2668,16918,16918,10000,07-10-2025,1
2669,525713,525713,10000,07-09-2025,1
2670,528191,528191,10000,07-11-2025,1
2671,657940,657940,10000,28-11-2025,1
2672,622746,622746,10000,21-09-2025,1
2673,711551,711551,10000,14-12-2025,1
2674,764323,764323,10000,07-11-2025,1
2675,142793,142793,10000,21-10-2025,1
2676,950738,950738,10000,28-10-2025,1
2677,497209,497209,10000,28-04-2025,1
2678,241903,241903,10000,07-06-2025,1
2679,417668,417668,10000,28-10-2025,1
2680,892854,892854,10000,07-06-2025,1
2681,632297,632297,10000,27-02-2025,1
2682,224651,224651,10000,28-04-2025,1
2683,350625,350625,10000,21-05-2025,1
2684,91977,91977,10000,07-07-2025,1
2685,956357,956357,10000,28-10-2025,1
2686,260494,260494,10000,28-08-2025,1
2687,48338,48338,10000,28-05-2025,1
2688,811370,811370,10000,20-02-2025,1
2689,339695,339695,10000,21-08-2025,1
2690,498862,498862,10000,21-04-2025,1
2691,290421,290421,10000,21-07-2025,1
2692,681030,681030,10000,28-05-2025,1
2693,958022,958022,10000,14-07-2025,1
2694,769481,769481,10000,21-09-2025,1
2695,239612,239612,10000,07-03-2025,1
2696,283132,283132,10000,14-12-2025,1
2697,665389,665389,10000,14-10-2025,1
2698,988740,988740,10000,14-07-2025,1
2699,845327,845327,10000,14-07-2025,1
2700,701495,701495,10000,28-12-2025,1
2701,709358,709358,10000,14-09-2025,1
2702,490178,490178,10000,27-02-2025,1
2703,762087,762087,10000,07-05-2025,1
2704,332233,332233,10000,27-01-2025,1
2705,385290,385290,10000,07-04-2025,1
2706,30837,30837,10000,14-06-2025,1
2707,82976,82976,10000,21-11-2025,1
2708,61773,61773,10000,21-06-2025,1
2709,69865,69865,10000,06-02-2025,1
2710,505837,505837,10000,21-06-2025,1
2711,271242,271242,10000,28-10-2025,1
2712,867492,867492,10000,07-07-2025,1
2713,921166,921166,10000,14-06-2025,1
2714,362870,362870,10000,13-02-2025,1
2715,380383,380383,10000,21-07-2025,1
2716,666118,666118,10000,14-12-2025,1
2717,97655,97655,10000,28-10-2025,1
2718,103563,103563,10000,21-06-2025,1
2719,886940,886940,10000,07-04-2025,1
2720,801771,801771,10000,28-07-2025,1
2721,894124,894124,10000,06-02-2025,1
2722,694979,694979,10000,28-09-2025,1
2723,200341,200341,10000,14-08-2025,1
2724,487216,487216,10000,21-06-2025,1
2725,502120,502120,10000,21-10-2025,1
2726,367748,367748,10000,07-05-2025,1
2727,357616,357616,10000,07-05-2025,1
2728,718234,718234,10000,21-06-2025,1
2729,672294,672294,10000,28-07-2025,1
2730,471159,471159,10000,06-02-2025,1
2731,997888,997888,10000,28-04-2025,1
2732,897036,897036,10000,27-02-2025,1
2733,141604,141604,10000,21-12-2025,1
2734,333649,333649,10000,20-02-2025,1
2735,481874,481874,10000,14-12-2025,1
2736,235625,235625,10000,07-03-2025,1
2737,535202,535202,10000,28-07-2025,1
2738,339920,339920,10000,07-06-2025,1
2739,621813,621813,10000,21-03-2025,1
2740,504620,504620,10000,21-10-2025,1
2741,246728,246728,10000,13-02-2025,1
2742,514617,514617,10000,14-11-2025,1
2743,905394,905394,10000,14-07-2025,1
2744,966714,966714,10000,21-05-2025,1
2745,698781,698781,10000,07-08-2025,1
2746,649496,649496,10000,14-05-2025,1
2747,273770,273770,10000,20-01-2025,1
2748,470370,470370,10000,28-12-2025,1
2749,557659,557659,10000,07-09-2025,1
2750,398334,398334,10000,14-09-2025,1
2751,959903,959903,10000,20-01-2025,1
2752,485701,485701,10000,07-07-2025,1
2753,472442,472442,10000,07-05-2025,1
2754,144828,144828,10000,21-10-2025,1
2755,910152,910152,10000,14-05-2025,1
2756,445224,445224,10000,28-08-2025,1
2757,855189,855189,10000,21-07-2025,1
2758,341411,341411,10000,06-02-2025,1
2759,587482,587482,10000,06-02-2025,1
2760,559146,559146,10000,21-07-2025,1
2761,632543,632543,10000,07-08-2025,1
2762,925523,925523,10000,28-07-2025,1
2763,465635,465635,10000,07-10-2025,1
2764,152638,152638,10000,07-11-2025,1
2765,6726,6726,10000,14-08-2025,1
2766,470882,470882,10000,28-09-2025,1
2767,715481,715481,10000,28-11-2025,1
2768,891013,891013,10000,21-09-2025,1
2769,853741,853741,10000,28-09-2025,1
2770,304687,304687,10000,21-07-2025,1
2771,130242,130242,10000,21-03-2025,1
2772,368508,368508,10000,13-01-2025,1
2773,751700,751700,10000,14-07-2025,1
2774,456391,456391,10000,14-04-2025,1
2775,744144,744144,10000,28-09-2025,1
2776,883310,883310,10000,21-08-2025,1
2777,844491,844491,10000,07-11-2025,1
2778,519664,519664,10000,07-09-2025,1
2779,759672,759672,10000,21-08-2025,1
2780,205268,205268,10000,28-08-2025,1
2781,943263,943263,10000,21-11-2025,1
2782,384232,384232,10000,28-06-2025,1
2783,202950,202950,10000,14-07-2025,1
2784,76192,76192,10000,07-10-2025,1
2785,774518,774518,10000,14-12-2025,1
2786,310956,310956,10000,21-12-2025,1
2787,615820,615820,10000,21-10-2025,1
2788,635269,635269,10000,28-10-2025,1
2789,983589,983589,10000,28-04-2025,1
2790,519613,519613,10000,07-10-2025,1
2791,877012,877012,10000,13-02-2025,1
2792,622008,622008,10000,14-06-2025,1
2793,290561,290561,10000,13-01-2025,1
2794,433413,433413,10000,21-08-2025,1
2795,232061,232061,10000,13-01-2025,1
2796,297088,297088,10000,21-07-2025,1
2797,429158,429158,10000,27-01-2025,1
2798,469361,469361,10000,27-02-2025,1
2799,51545,51545,10000,21-09-2025,1
2800,428725,428725,10000,28-05-2025,1
2801,170848,170848,10000,07-10-2025,1
2802,983101,983101,10000,21-09-2025,1
2803,948090,948090,10000,14-09-2025,1
2804,165036,165036,10000,28-05-2025,1
2805,296852,296852,10000,21-05-2025,1
2806,760315,760315,10000,20-02-2025,1
2807,319496,319496,10000,14-11-2025,1
2808,421709,421709,10000,28-05-2025,1
2809,140900,140900,10000,28-06-2025,1
2810,346554,346554,10000,07-12-2025,1
2811,95476,95476,10000,28-09-2025,1
2812,102708,102708,10000,28-05-2025,1
2813,382004,382004,10000,14-03-2025,1
2814,569723,569723,10000,07-10-2025,1
2815,467349,467349,10000,20-01-2025,1
2816,529791,529791,10000,27-01-2025,1
2817,67200,67200,10000,28-05-2025,1
2818,173612,173612,10000,07-07-2025,1
2819,921813,921813,10000,21-08-2025,1
2820,4973,4973,10000,27-02-2025,1
2821,579282,579282,10000,27-02-2025,1
2822,968928,968928,10000,07-12-2025,1
2823,298883,298883,10000,14-07-2025,1
2824,802812,802812,10000,07-07-2025,1
2825,17394,17394,10000,14-11-2025,1
2826,932486,932486,10000,07-08-2025,1
2827,995830,995830,10000,27-01-2025,1
2828,816906,816906,10000,06-02-2025,1
2829,854860,854860,10000,28-06-2025,1
2830,740635,740635,10000,21-11-2025,1
2831,441596,441596,10000,28-05-2025,1
2832,364135,364135,10000,14-03-2025,1
2833,203231,203231,10000,14-07-2025,1
2834,44765,44765,10000,07-09-2025,1
2835,596888,596888,10000,14-05-2025,1
2836,669148,669148,10000,14-10-2025,1
2837,341999,341999,10000,21-03-2025,1
2838,29311,29311,10000,28-08-2025,1
2839,246433,246433,10000,07-07-2025,1
2840,914068,914068,10000,07-09-2025,1
2841,260840,260840,10000,28-10-2025,1
2842,298909,298909,10000,28-06-2025,1
2843,211494,211494,10000,21-12-2025,1
2844,340974,340974,10000,21-04-2025,1
2845,236284,236284,10000,13-02-2025,1
2846,414503,414503,10000,20-01-2025,1
2847,441720,441720,10000,07-03-2025,1
2848,99438,99438,10000,28-10-2025,1
2849,52061,52061,10000,28-03-2025,1
2850,976041,976041,10000,28-12-2025,1
2851,550395,550395,10000,14-08-2025,1
2852,919289,919289,10000,28-06-2025,1
2853,53462,53462,10000,07-03-2025,1
2854,682426,682426,10000,27-01-2025,1
2855,441525,441525,10000,27-02-2025,1
2856,37282,37282,10000,14-04-2025,1
2857,877404,877404,10000,28-04-2025,1
2858,149285,149285,10000,07-08-2025,1
2859,836862,836862,10000,13-01-2025,1
2860,214722,214722,10000,07-12-2025,1
2861,479592,479592,10000,28-03-2025,1
2862,673389,673389,10000,07-07-2025,1
2863,110317,110317,10000,21-06-2025,1
2864,561610,561610,10000,14-04-2025,1
2865,631277,631277,10000,27-02-2025,1
2866,17819,17819,10000,07-06-2025,1
2867,274591,274591,10000,06-02-2025,1
2868,522871,522871,10000,21-09-2025,1
2869,767428,767428,10000,28-12-2025,1
2870,21723,21723,10000,06-01-2025,1
2871,468207,468207,10000,20-02-2025,1
2872,350277,350277,10000,06-01-2025,1
2873,1448,1448,10000,28-12-2025,1
2874,132158,132158,10000,14-12-2025,1
2875,682429,682429,10000,20-02-2025,1
2876,978665,978665,10000,07-03-2025,1
2877,80625,80625,10000,07-04-2025,1
2878,669126,669126,10000,14-12-2025,1
2879,492867,492867,10000,13-02-2025,1
2880,221737,221737,10000,27-02-2025,1
2881,112001,112001,10000,21-07-2025,1
2882,152464,152464,10000,06-02-2025,1
2883,438549,438549,10000,28-10-2025,1
2884,213439,213439,10000,28-11-2025,1
2885,711315,711315,10000,07-11-2025,1
2886,731121,731121,10000,07-05-2025,1
2887,115797,115797,10000,28-07-2025,1
2888,296352,296352,10000,14-08-2025,1
2889,992090,992090,10000,28-05-2025,1
2890,781734,781734,10000,21-08-2025,1
2891,162550,162550,10000,28-05-2025,1
2892,339448,339448,10000,07-03-2025,1
2893,527407,527407,10000,13-01-2025,1
2894,786113,786113,10000,27-02-2025,1
2895,476667,476667,10000,14-07-2025,1
2896,31982,31982,10000,28-08-2025,1
2897,199593,199593,10000,14-05-2025,1
2898,446165,446165,10000,06-01-2025,1
2899,146939,146939,10000,07-10-2025,1
2900,918278,918278,10000,14-05-2025,1
2901,241576,241576,10000,21-09-2025,1
2902,146056,146056,10000,28-07-2025,1
2903,845353,845353,10000,28-06-2025,1
2904,885797,885797,10000,07-05-2025,1
2905,123159,123159,10000,14-12-2025,1
2906,458052,458052,10000,13-01-2025,1
2907,756209,756209,10000,07-04-2025,1
2908,8863,8863,10000,14-10-2025,1
2909,240868,240868,10000,21-09-2025,1
2910,416423,416423,10000,20-02-2025,1
2911,112556,112556,10000,27-01-2025,1
2912,434273,434273,10000,28-03-2025,1
2913,210149,210149,10000,28-12-2025,1
2914,21347,21347,10000,14-03-2025,1
2915,409774,409774,10000,21-05-2025,1
2916,436690,436690,10000,28-11-2025,1
2917,381964,381964,10000,28-06-2025,1
2918,555224,555224,10000,21-06-2025,1
2919,214363,214363,10000,21-03-2025,1
2920,516983,516983,10000,21-09-2025,1
2921,989209,989209,10000,27-02-2025,1
2922,890894,890894,10000,27-01-2025,1
2923,842158,842158,10000,28-09-2025,1
2924,39651,39651,10000,07-07-2025,1
2925,885715,885715,10000,07-06-2025,1
2926,431330,431330,10000,07-05-2025,1
2927,483256,483256,10000,13-02-2025,1
2928,239510,239510,10000,07-03-2025,1
2929,491917,491917,10000,07-09-2025,1
2930,430718,430718,10000,06-01-2025,1
2931,666800,666800,10000,07-04-2025,1
2932,591708,591708,10000,27-02-2025,1
2933,297268,297268,10000,21-05-2025,1
2934,524573,524573,10000,14-08-2025,1
2935,432898,432898,10000,27-01-2025,1
2936,571308,571308,10000,06-02-2025,1
2937,938177,938177,10000,21-05-2025,1
2938,528719,528719,10000,06-02-2025,1
2939,681432,681432,10000,07-08-2025,1
2940,56387,56387,10000,21-03-2025,1
2941,279273,279273,10000,27-02-2025,1
2942,171670,171670,10000,07-12-2025,1
2943,456324,456324,10000,14-05-2025,1
2944,950379,950379,10000,28-08-2025,1
2945,53971,53971,10000,07-07-2025,1
2946,532722,532722,10000,27-02-2025,1
2947,204640,204640,10000,14-07-2025,1
2948,520344,520344,10000,28-03-2025,1
2949,923222,923222,10000,28-07-2025,1
2950,456627,456627,10000,28-11-2025,1
2951,688227,688227,10000,06-01-2025,1
2952,262699,262699,10000,28-09-2025,1
2953,70880,70880,10000,06-01-2025,1
2954,901777,901777,10000,14-05-2025,1
2955,483522,483522,10000,14-04-2025,1
2956,825262,825262,10000,21-03-2025,1
